PJME_MW,dow,doy,year,month,quarter,hour,weekday,woy,dom,season,weekend
49180.0,1,216,2009,8,3,18,1,32,4,3,0
47629.0,1,216,2009,8,3,19,1,32,4,3,0
45718.0,1,216,2009,8,3,20,1,32,4,3,0
45359.0,1,216,2009,8,3,21,1,32,4,3,0
43844.0,1,216,2009,8,3,22,1,32,4,3,0
40297.0,1,216,2009,8,3,23,1,32,4,3,0
36581.0,2,217,2009,8,3,0,2,32,5,3,0
33461.0,2,217,2009,8,3,1,2,32,5,3,0
31436.0,2,217,2009,8,3,2,2,32,5,3,0
30011.0,2,217,2009,8,3,3,2,32,5,3,0
29210.0,2,217,2009,8,3,4,2,32,5,3,0
29201.0,2,217,2009,8,3,5,2,32,5,3,0
30637.0,2,217,2009,8,3,6,2,32,5,3,0
32829.0,2,217,2009,8,3,7,2,32,5,3,0
35718.0,2,217,2009,8,3,8,2,32,5,3,0
38595.0,2,217,2009,8,3,9,2,32,5,3,0
41178.0,2,217,2009,8,3,10,2,32,5,3,0
43903.0,2,217,2009,8,3,11,2,32,5,3,0
45938.0,2,217,2009,8,3,12,2,32,5,3,0
47386.0,2,217,2009,8,3,13,2,32,5,3,0
48443.0,2,217,2009,8,3,14,2,32,5,3,0
49014.0,2,217,2009,8,3,15,2,32,5,3,0
49127.0,2,217,2009,8,3,16,2,32,5,3,0
48809.0,2,217,2009,8,3,17,2,32,5,3,0
48271.0,2,217,2009,8,3,18,2,32,5,3,0
46760.0,2,217,2009,8,3,19,2,32,5,3,0
45085.0,2,217,2009,8,3,20,2,32,5,3,0
44692.0,2,217,2009,8,3,21,2,32,5,3,0
43061.0,2,217,2009,8,3,22,2,32,5,3,0
39571.0,2,217,2009,8,3,23,2,32,5,3,0
35751.0,3,218,2009,8,3,0,3,32,6,3,0
32592.0,3,218,2009,8,3,1,3,32,6,3,0
30399.0,3,218,2009,8,3,2,3,32,6,3,0
28925.0,3,218,2009,8,3,3,3,32,6,3,0
28040.0,3,218,2009,8,3,4,3,32,6,3,0
27918.0,3,218,2009,8,3,5,3,32,6,3,0
29207.0,3,218,2009,8,3,6,3,32,6,3,0
31412.0,3,218,2009,8,3,7,3,32,6,3,0
33369.0,3,218,2009,8,3,8,3,32,6,3,0
34901.0,3,218,2009,8,3,9,3,32,6,3,0
35964.0,3,218,2009,8,3,10,3,32,6,3,0
36878.0,3,218,2009,8,3,11,3,32,6,3,0
37340.0,3,218,2009,8,3,12,3,32,6,3,0
37741.0,3,218,2009,8,3,13,3,32,6,3,0
38302.0,3,218,2009,8,3,14,3,32,6,3,0
39124.0,3,218,2009,8,3,15,3,32,6,3,0
39873.0,3,218,2009,8,3,16,3,32,6,3,0
40399.0,3,218,2009,8,3,17,3,32,6,3,0
40359.0,3,218,2009,8,3,18,3,32,6,3,0
39270.0,3,218,2009,8,3,19,3,32,6,3,0
37846.0,3,218,2009,8,3,20,3,32,6,3,0
37890.0,3,218,2009,8,3,21,3,32,6,3,0
36907.0,3,218,2009,8,3,22,3,32,6,3,0
34020.0,3,218,2009,8,3,23,3,32,6,3,0
30765.0,4,219,2009,8,3,0,4,32,7,3,0
28115.0,4,219,2009,8,3,1,4,32,7,3,0
26303.0,4,219,2009,8,3,2,4,32,7,3,0
25140.0,4,219,2009,8,3,3,4,32,7,3,0
24671.0,4,219,2009,8,3,4,4,32,7,3,0
24717.0,4,219,2009,8,3,5,4,32,7,3,0
25906.0,4,219,2009,8,3,6,4,32,7,3,0
27618.0,4,219,2009,8,3,7,4,32,7,3,0
30134.0,4,219,2009,8,3,8,4,32,7,3,0
32671.0,4,219,2009,8,3,9,4,32,7,3,0
34657.0,4,219,2009,8,3,10,4,32,7,3,0
36423.0,4,219,2009,8,3,11,4,32,7,3,0
37645.0,4,219,2009,8,3,12,4,32,7,3,0
38460.0,4,219,2009,8,3,13,4,32,7,3,0
39281.0,4,219,2009,8,3,14,4,32,7,3,0
39829.0,4,219,2009,8,3,15,4,32,7,3,0
40237.0,4,219,2009,8,3,16,4,32,7,3,0
40556.0,4,219,2009,8,3,17,4,32,7,3,0
40370.0,4,219,2009,8,3,18,4,32,7,3,0
38904.0,4,219,2009,8,3,19,4,32,7,3,0
36892.0,4,219,2009,8,3,20,4,32,7,3,0
36638.0,4,219,2009,8,3,21,4,32,7,3,0
35492.0,4,219,2009,8,3,22,4,32,7,3,0
33044.0,4,219,2009,8,3,23,4,32,7,3,0
30293.0,5,220,2009,8,3,0,5,32,8,3,1
27789.0,5,220,2009,8,3,1,5,32,8,3,1
26083.0,5,220,2009,8,3,2,5,32,8,3,1
24929.0,5,220,2009,8,3,3,5,32,8,3,1
24213.0,5,220,2009,8,3,4,5,32,8,3,1
23931.0,5,220,2009,8,3,5,5,32,8,3,1
24192.0,5,220,2009,8,3,6,5,32,8,3,1
24393.0,5,220,2009,8,3,7,5,32,8,3,1
25869.0,5,220,2009,8,3,8,5,32,8,3,1
28250.0,5,220,2009,8,3,9,5,32,8,3,1
30603.0,5,220,2009,8,3,10,5,32,8,3,1
32676.0,5,220,2009,8,3,11,5,32,8,3,1
34170.0,5,220,2009,8,3,12,5,32,8,3,1
35277.0,5,220,2009,8,3,13,5,32,8,3,1
36114.0,5,220,2009,8,3,14,5,32,8,3,1
36753.0,5,220,2009,8,3,15,5,32,8,3,1
37217.0,5,220,2009,8,3,16,5,32,8,3,1
37506.0,5,220,2009,8,3,17,5,32,8,3,1
37109.0,5,220,2009,8,3,18,5,32,8,3,1
36024.0,5,220,2009,8,3,19,5,32,8,3,1
35254.0,5,220,2009,8,3,20,5,32,8,3,1
35747.0,5,220,2009,8,3,21,5,32,8,3,1
34983.0,5,220,2009,8,3,22,5,32,8,3,1
33163.0,5,220,2009,8,3,23,5,32,8,3,1
30984.0,6,221,2009,8,3,0,6,32,9,3,1
28889.0,6,221,2009,8,3,1,6,32,9,3,1
27322.0,6,221,2009,8,3,2,6,32,9,3,1
26240.0,6,221,2009,8,3,3,6,32,9,3,1
25570.0,6,221,2009,8,3,4,6,32,9,3,1
25309.0,6,221,2009,8,3,5,6,32,9,3,1
25504.0,6,221,2009,8,3,6,6,32,9,3,1
25864.0,6,221,2009,8,3,7,6,32,9,3,1
26834.0,6,221,2009,8,3,8,6,32,9,3,1
29126.0,6,221,2009,8,3,9,6,32,9,3,1
31669.0,6,221,2009,8,3,10,6,32,9,3,1
34010.0,6,221,2009,8,3,11,6,32,9,3,1
36148.0,6,221,2009,8,3,12,6,32,9,3,1
37752.0,6,221,2009,8,3,13,6,32,9,3,1
38951.0,6,221,2009,8,3,14,6,32,9,3,1
39796.0,6,221,2009,8,3,15,6,32,9,3,1
40800.0,6,221,2009,8,3,16,6,32,9,3,1
41860.0,6,221,2009,8,3,17,6,32,9,3,1
42190.0,6,221,2009,8,3,18,6,32,9,3,1
41410.0,6,221,2009,8,3,19,6,32,9,3,1
40088.0,6,221,2009,8,3,20,6,32,9,3,1
40001.0,6,221,2009,8,3,21,6,32,9,3,1
39064.0,6,221,2009,8,3,22,6,32,9,3,1
36514.0,6,221,2009,8,3,23,6,32,9,3,1
33657.0,0,222,2009,8,3,0,0,33,10,3,0
31089.0,0,222,2009,8,3,1,0,33,10,3,0
29258.0,0,222,2009,8,3,2,0,33,10,3,0
28176.0,0,222,2009,8,3,3,0,33,10,3,0
27650.0,0,222,2009,8,3,4,0,33,10,3,0
27913.0,0,222,2009,8,3,5,0,33,10,3,0
29295.0,0,222,2009,8,3,6,0,33,10,3,0
31879.0,0,222,2009,8,3,7,0,33,10,3,0
34951.0,0,222,2009,8,3,8,0,33,10,3,0
38383.0,0,222,2009,8,3,9,0,33,10,3,0
42018.0,0,222,2009,8,3,10,0,33,10,3,0
45518.0,0,222,2009,8,3,11,0,33,10,3,0
48363.0,0,222,2009,8,3,12,0,33,10,3,0
50772.0,0,222,2009,8,3,13,0,33,10,3,0
52710.0,0,222,2009,8,3,14,0,33,10,3,0
54008.0,0,222,2009,8,3,15,0,33,10,3,0
54827.0,0,222,2009,8,3,16,0,33,10,3,0
55433.0,0,222,2009,8,3,17,0,33,10,3,0
55124.0,0,222,2009,8,3,18,0,33,10,3,0
53626.0,0,222,2009,8,3,19,0,33,10,3,0
51913.0,0,222,2009,8,3,20,0,33,10,3,0
51544.0,0,222,2009,8,3,21,0,33,10,3,0
48983.0,0,222,2009,8,3,22,0,33,10,3,0
44585.0,0,222,2009,8,3,23,0,33,10,3,0
40465.0,1,223,2009,8,3,0,1,33,11,3,0
36985.0,1,223,2009,8,3,1,1,33,11,3,0
34745.0,1,223,2009,8,3,2,1,33,11,3,0
33075.0,1,223,2009,8,3,3,1,33,11,3,0
32007.0,1,223,2009,8,3,4,1,33,11,3,0
31774.0,1,223,2009,8,3,5,1,33,11,3,0
32986.0,1,223,2009,8,3,6,1,33,11,3,0
35005.0,1,223,2009,8,3,7,1,33,11,3,0
37782.0,1,223,2009,8,3,8,1,33,11,3,0
40359.0,1,223,2009,8,3,9,1,33,11,3,0
42953.0,1,223,2009,8,3,10,1,33,11,3,0
45658.0,1,223,2009,8,3,11,1,33,11,3,0
47963.0,1,223,2009,8,3,12,1,33,11,3,0
49689.0,1,223,2009,8,3,13,1,33,11,3,0
50959.0,1,223,2009,8,3,14,1,33,11,3,0
51690.0,1,223,2009,8,3,15,1,33,11,3,0
52370.0,1,223,2009,8,3,16,1,33,11,3,0
52928.0,1,223,2009,8,3,17,1,33,11,3,0
52576.0,1,223,2009,8,3,18,1,33,11,3,0
50563.0,1,223,2009,8,3,19,1,33,11,3,0
48569.0,1,223,2009,8,3,20,1,33,11,3,0
48051.0,1,223,2009,8,3,21,1,33,11,3,0
45859.0,1,223,2009,8,3,22,1,33,11,3,0
41964.0,1,223,2009,8,3,23,1,33,11,3,0
38178.0,2,224,2009,8,3,0,2,33,12,3,0
34978.0,2,224,2009,8,3,1,2,33,12,3,0
32883.0,2,224,2009,8,3,2,2,33,12,3,0
31434.0,2,224,2009,8,3,3,2,33,12,3,0
30571.0,2,224,2009,8,3,4,2,33,12,3,0
30486.0,2,224,2009,8,3,5,2,33,12,3,0
31965.0,2,224,2009,8,3,6,2,33,12,3,0
34264.0,2,224,2009,8,3,7,2,33,12,3,0
36627.0,2,224,2009,8,3,8,2,33,12,3,0
39008.0,2,224,2009,8,3,9,2,33,12,3,0
41075.0,2,224,2009,8,3,10,2,33,12,3,0
43081.0,2,224,2009,8,3,11,2,33,12,3,0
44770.0,2,224,2009,8,3,12,2,33,12,3,0
45713.0,2,224,2009,8,3,13,2,33,12,3,0
46435.0,2,224,2009,8,3,14,2,33,12,3,0
46833.0,2,224,2009,8,3,15,2,33,12,3,0
46717.0,2,224,2009,8,3,16,2,33,12,3,0
46383.0,2,224,2009,8,3,17,2,33,12,3,0
45322.0,2,224,2009,8,3,18,2,33,12,3,0
43699.0,2,224,2009,8,3,19,2,33,12,3,0
42690.0,2,224,2009,8,3,20,2,33,12,3,0
42545.0,2,224,2009,8,3,21,2,33,12,3,0
40903.0,2,224,2009,8,3,22,2,33,12,3,0
37807.0,2,224,2009,8,3,23,2,33,12,3,0
34609.0,3,225,2009,8,3,0,3,33,13,3,0
31835.0,3,225,2009,8,3,1,3,33,13,3,0
30065.0,3,225,2009,8,3,2,3,33,13,3,0
28908.0,3,225,2009,8,3,3,3,33,13,3,0
28234.0,3,225,2009,8,3,4,3,33,13,3,0
28366.0,3,225,2009,8,3,5,3,33,13,3,0
29820.0,3,225,2009,8,3,6,3,33,13,3,0
32277.0,3,225,2009,8,3,7,3,33,13,3,0
34653.0,3,225,2009,8,3,8,3,33,13,3,0
36728.0,3,225,2009,8,3,9,3,33,13,3,0
38393.0,3,225,2009,8,3,10,3,33,13,3,0
39917.0,3,225,2009,8,3,11,3,33,13,3,0
40787.0,3,225,2009,8,3,12,3,33,13,3,0
41349.0,3,225,2009,8,3,13,3,33,13,3,0
41954.0,3,225,2009,8,3,14,3,33,13,3,0
42283.0,3,225,2009,8,3,15,3,33,13,3,0
42415.0,3,225,2009,8,3,16,3,33,13,3,0
42613.0,3,225,2009,8,3,17,3,33,13,3,0
42460.0,3,225,2009,8,3,18,3,33,13,3,0
41364.0,3,225,2009,8,3,19,3,33,13,3,0
40091.0,3,225,2009,8,3,20,3,33,13,3,0
40227.0,3,225,2009,8,3,21,3,33,13,3,0
39198.0,3,225,2009,8,3,22,3,33,13,3,0
36255.0,3,225,2009,8,3,23,3,33,13,3,0
33142.0,4,226,2009,8,3,0,4,33,14,3,0
30407.0,4,226,2009,8,3,1,4,33,14,3,0
28500.0,4,226,2009,8,3,2,4,33,14,3,0
27340.0,4,226,2009,8,3,3,4,33,14,3,0
26718.0,4,226,2009,8,3,4,4,33,14,3,0
26776.0,4,226,2009,8,3,5,4,33,14,3,0
28095.0,4,226,2009,8,3,6,4,33,14,3,0
30174.0,4,226,2009,8,3,7,4,33,14,3,0
32848.0,4,226,2009,8,3,8,4,33,14,3,0
35552.0,4,226,2009,8,3,9,4,33,14,3,0
37900.0,4,226,2009,8,3,10,4,33,14,3,0
40093.0,4,226,2009,8,3,11,4,33,14,3,0
41744.0,4,226,2009,8,3,12,4,33,14,3,0
43049.0,4,226,2009,8,3,13,4,33,14,3,0
44563.0,4,226,2009,8,3,14,4,33,14,3,0
45688.0,4,226,2009,8,3,15,4,33,14,3,0
46417.0,4,226,2009,8,3,16,4,33,14,3,0
47008.0,4,226,2009,8,3,17,4,33,14,3,0
46869.0,4,226,2009,8,3,18,4,33,14,3,0
45334.0,4,226,2009,8,3,19,4,33,14,3,0
43160.0,4,226,2009,8,3,20,4,33,14,3,0
42503.0,4,226,2009,8,3,21,4,33,14,3,0
40917.0,4,226,2009,8,3,22,4,33,14,3,0
37776.0,4,226,2009,8,3,23,4,33,14,3,0
34462.0,5,227,2009,8,3,0,5,33,15,3,1
31551.0,5,227,2009,8,3,1,5,33,15,3,1
29435.0,5,227,2009,8,3,2,5,33,15,3,1
28004.0,5,227,2009,8,3,3,5,33,15,3,1
26968.0,5,227,2009,8,3,4,5,33,15,3,1
26397.0,5,227,2009,8,3,5,5,33,15,3,1
26554.0,5,227,2009,8,3,6,5,33,15,3,1
26831.0,5,227,2009,8,3,7,5,33,15,3,1
28558.0,5,227,2009,8,3,8,5,33,15,3,1
31885.0,5,227,2009,8,3,9,5,33,15,3,1
35462.0,5,227,2009,8,3,10,5,33,15,3,1
38590.0,5,227,2009,8,3,11,5,33,15,3,1
40880.0,5,227,2009,8,3,12,5,33,15,3,1
42475.0,5,227,2009,8,3,13,5,33,15,3,1
43682.0,5,227,2009,8,3,14,5,33,15,3,1
44605.0,5,227,2009,8,3,15,5,33,15,3,1
45206.0,5,227,2009,8,3,16,5,33,15,3,1
45571.0,5,227,2009,8,3,17,5,33,15,3,1
45314.0,5,227,2009,8,3,18,5,33,15,3,1
44091.0,5,227,2009,8,3,19,5,33,15,3,1
42231.0,5,227,2009,8,3,20,5,33,15,3,1
41795.0,5,227,2009,8,3,21,5,33,15,3,1
40256.0,5,227,2009,8,3,22,5,33,15,3,1
37411.0,5,227,2009,8,3,23,5,33,15,3,1
34402.0,6,228,2009,8,3,0,6,33,16,3,1
31628.0,6,228,2009,8,3,1,6,33,16,3,1
29515.0,6,228,2009,8,3,2,6,33,16,3,1
27943.0,6,228,2009,8,3,3,6,33,16,3,1
26898.0,6,228,2009,8,3,4,6,33,16,3,1
26351.0,6,228,2009,8,3,5,6,33,16,3,1
26238.0,6,228,2009,8,3,6,6,33,16,3,1
26041.0,6,228,2009,8,3,7,6,33,16,3,1
27431.0,6,228,2009,8,3,8,6,33,16,3,1
30693.0,6,228,2009,8,3,9,6,33,16,3,1
34345.0,6,228,2009,8,3,10,6,33,16,3,1
37950.0,6,228,2009,8,3,11,6,33,16,3,1
40880.0,6,228,2009,8,3,12,6,33,16,3,1
43102.0,6,228,2009,8,3,13,6,33,16,3,1
44710.0,6,228,2009,8,3,14,6,33,16,3,1
45983.0,6,228,2009,8,3,15,6,33,16,3,1
46908.0,6,228,2009,8,3,16,6,33,16,3,1
47593.0,6,228,2009,8,3,17,6,33,16,3,1
47625.0,6,228,2009,8,3,18,6,33,16,3,1
46642.0,6,228,2009,8,3,19,6,33,16,3,1
44913.0,6,228,2009,8,3,20,6,33,16,3,1
44747.0,6,228,2009,8,3,21,6,33,16,3,1
43095.0,6,228,2009,8,3,22,6,33,16,3,1
39919.0,6,228,2009,8,3,23,6,33,16,3,1
36484.0,0,229,2009,8,3,0,0,34,17,3,0
33575.0,0,229,2009,8,3,1,0,34,17,3,0
31432.0,0,229,2009,8,3,2,0,34,17,3,0
30044.0,0,229,2009,8,3,3,0,34,17,3,0
29217.0,0,229,2009,8,3,4,0,34,17,3,0
29295.0,0,229,2009,8,3,5,0,34,17,3,0
30578.0,0,229,2009,8,3,6,0,34,17,3,0
32661.0,0,229,2009,8,3,7,0,34,17,3,0
35605.0,0,229,2009,8,3,8,0,34,17,3,0
39023.0,0,229,2009,8,3,9,0,34,17,3,0
42254.0,0,229,2009,8,3,10,0,34,17,3,0
45459.0,0,229,2009,8,3,11,0,34,17,3,0
48241.0,0,229,2009,8,3,12,0,34,17,3,0
50439.0,0,229,2009,8,3,13,0,34,17,3,0
51892.0,0,229,2009,8,3,14,0,34,17,3,0
52756.0,0,229,2009,8,3,15,0,34,17,3,0
53184.0,0,229,2009,8,3,16,0,34,17,3,0
53476.0,0,229,2009,8,3,17,0,34,17,3,0
53108.0,0,229,2009,8,3,18,0,34,17,3,0
51559.0,0,229,2009,8,3,19,0,34,17,3,0
49472.0,0,229,2009,8,3,20,0,34,17,3,0
49010.0,0,229,2009,8,3,21,0,34,17,3,0
46577.0,0,229,2009,8,3,22,0,34,17,3,0
42475.0,0,229,2009,8,3,23,0,34,17,3,0
38269.0,1,230,2009,8,3,0,1,34,18,3,0
34961.0,1,230,2009,8,3,1,1,34,18,3,0
32587.0,1,230,2009,8,3,2,1,34,18,3,0
30964.0,1,230,2009,8,3,3,1,34,18,3,0
29963.0,1,230,2009,8,3,4,1,34,18,3,0
29872.0,1,230,2009,8,3,5,1,34,18,3,0
31183.0,1,230,2009,8,3,6,1,34,18,3,0
33332.0,1,230,2009,8,3,7,1,34,18,3,0
36236.0,1,230,2009,8,3,8,1,34,18,3,0
39466.0,1,230,2009,8,3,9,1,34,18,3,0
42667.0,1,230,2009,8,3,10,1,34,18,3,0
45877.0,1,230,2009,8,3,11,1,34,18,3,0
48786.0,1,230,2009,8,3,12,1,34,18,3,0
50966.0,1,230,2009,8,3,13,1,34,18,3,0
52643.0,1,230,2009,8,3,14,1,34,18,3,0
53556.0,1,230,2009,8,3,15,1,34,18,3,0
53951.0,1,230,2009,8,3,16,1,34,18,3,0
53853.0,1,230,2009,8,3,17,1,34,18,3,0
52728.0,1,230,2009,8,3,18,1,34,18,3,0
50832.0,1,230,2009,8,3,19,1,34,18,3,0
49056.0,1,230,2009,8,3,20,1,34,18,3,0
47727.0,1,230,2009,8,3,21,1,34,18,3,0
44895.0,1,230,2009,8,3,22,1,34,18,3,0
40951.0,1,230,2009,8,3,23,1,34,18,3,0
37331.0,2,231,2009,8,3,0,2,34,19,3,0
34469.0,2,231,2009,8,3,1,2,34,19,3,0
32433.0,2,231,2009,8,3,2,2,34,19,3,0
31206.0,2,231,2009,8,3,3,2,34,19,3,0
30493.0,2,231,2009,8,3,4,2,34,19,3,0
30570.0,2,231,2009,8,3,5,2,34,19,3,0
32021.0,2,231,2009,8,3,6,2,34,19,3,0
34413.0,2,231,2009,8,3,7,2,34,19,3,0
37188.0,2,231,2009,8,3,8,2,34,19,3,0
40267.0,2,231,2009,8,3,9,2,34,19,3,0
43218.0,2,231,2009,8,3,10,2,34,19,3,0
46028.0,2,231,2009,8,3,11,2,34,19,3,0
48335.0,2,231,2009,8,3,12,2,34,19,3,0
50109.0,2,231,2009,8,3,13,2,34,19,3,0
51470.0,2,231,2009,8,3,14,2,34,19,3,0
52347.0,2,231,2009,8,3,15,2,34,19,3,0
52772.0,2,231,2009,8,3,16,2,34,19,3,0
52740.0,2,231,2009,8,3,17,2,34,19,3,0
52191.0,2,231,2009,8,3,18,2,34,19,3,0
50602.0,2,231,2009,8,3,19,2,34,19,3,0
48961.0,2,231,2009,8,3,20,2,34,19,3,0
48496.0,2,231,2009,8,3,21,2,34,19,3,0
46163.0,2,231,2009,8,3,22,2,34,19,3,0
42414.0,2,231,2009,8,3,23,2,34,19,3,0
38710.0,3,232,2009,8,3,0,3,34,20,3,0
35448.0,3,232,2009,8,3,1,3,34,20,3,0
33262.0,3,232,2009,8,3,2,3,34,20,3,0
31722.0,3,232,2009,8,3,3,3,34,20,3,0
30935.0,3,232,2009,8,3,4,3,34,20,3,0
30932.0,3,232,2009,8,3,5,3,34,20,3,0
32326.0,3,232,2009,8,3,6,3,34,20,3,0
34791.0,3,232,2009,8,3,7,3,34,20,3,0
37674.0,3,232,2009,8,3,8,3,34,20,3,0
40564.0,3,232,2009,8,3,9,3,34,20,3,0
43380.0,3,232,2009,8,3,10,3,34,20,3,0
45974.0,3,232,2009,8,3,11,3,34,20,3,0
48539.0,3,232,2009,8,3,12,3,34,20,3,0
50344.0,3,232,2009,8,3,13,3,34,20,3,0
51976.0,3,232,2009,8,3,14,3,34,20,3,0
53009.0,3,232,2009,8,3,15,3,34,20,3,0
53579.0,3,232,2009,8,3,16,3,34,20,3,0
53891.0,3,232,2009,8,3,17,3,34,20,3,0
53432.0,3,232,2009,8,3,18,3,34,20,3,0
51798.0,3,232,2009,8,3,19,3,34,20,3,0
50106.0,3,232,2009,8,3,20,3,34,20,3,0
50217.0,3,232,2009,8,3,21,3,34,20,3,0
48365.0,3,232,2009,8,3,22,3,34,20,3,0
44633.0,3,232,2009,8,3,23,3,34,20,3,0
41034.0,4,233,2009,8,3,0,4,34,21,3,0
37994.0,4,233,2009,8,3,1,4,34,21,3,0
35918.0,4,233,2009,8,3,2,4,34,21,3,0
34542.0,4,233,2009,8,3,3,4,34,21,3,0
33698.0,4,233,2009,8,3,4,4,34,21,3,0
33697.0,4,233,2009,8,3,5,4,34,21,3,0
35097.0,4,233,2009,8,3,6,4,34,21,3,0
37349.0,4,233,2009,8,3,7,4,34,21,3,0
40258.0,4,233,2009,8,3,8,4,34,21,3,0
43580.0,4,233,2009,8,3,9,4,34,21,3,0
46680.0,4,233,2009,8,3,10,4,34,21,3,0
49449.0,4,233,2009,8,3,11,4,34,21,3,0
51719.0,4,233,2009,8,3,12,4,34,21,3,0
53020.0,4,233,2009,8,3,13,4,34,21,3,0
53674.0,4,233,2009,8,3,14,4,34,21,3,0
52941.0,4,233,2009,8,3,15,4,34,21,3,0
50841.0,4,233,2009,8,3,16,4,34,21,3,0
48501.0,4,233,2009,8,3,17,4,34,21,3,0
47177.0,4,233,2009,8,3,18,4,34,21,3,0
45345.0,4,233,2009,8,3,19,4,34,21,3,0
43818.0,4,233,2009,8,3,20,4,34,21,3,0
43501.0,4,233,2009,8,3,21,4,34,21,3,0
41704.0,4,233,2009,8,3,22,4,34,21,3,0
38838.0,4,233,2009,8,3,23,4,34,21,3,0
35859.0,5,234,2009,8,3,0,5,34,22,3,1
33254.0,5,234,2009,8,3,1,5,34,22,3,1
31246.0,5,234,2009,8,3,2,5,34,22,3,1
29887.0,5,234,2009,8,3,3,5,34,22,3,1
29011.0,5,234,2009,8,3,4,5,34,22,3,1
28562.0,5,234,2009,8,3,5,5,34,22,3,1
28853.0,5,234,2009,8,3,6,5,34,22,3,1
29539.0,5,234,2009,8,3,7,5,34,22,3,1
30878.0,5,234,2009,8,3,8,5,34,22,3,1
33372.0,5,234,2009,8,3,9,5,34,22,3,1
35859.0,5,234,2009,8,3,10,5,34,22,3,1
37947.0,5,234,2009,8,3,11,5,34,22,3,1
39567.0,5,234,2009,8,3,12,5,34,22,3,1
40590.0,5,234,2009,8,3,13,5,34,22,3,1
41398.0,5,234,2009,8,3,14,5,34,22,3,1
41931.0,5,234,2009,8,3,15,5,34,22,3,1
42377.0,5,234,2009,8,3,16,5,34,22,3,1
42337.0,5,234,2009,8,3,17,5,34,22,3,1
41577.0,5,234,2009,8,3,18,5,34,22,3,1
40601.0,5,234,2009,8,3,19,5,34,22,3,1
39943.0,5,234,2009,8,3,20,5,34,22,3,1
39775.0,5,234,2009,8,3,21,5,34,22,3,1
38401.0,5,234,2009,8,3,22,5,34,22,3,1
36184.0,5,234,2009,8,3,23,5,34,22,3,1
33680.0,6,235,2009,8,3,0,6,34,23,3,1
31254.0,6,235,2009,8,3,1,6,34,23,3,1
29449.0,6,235,2009,8,3,2,6,34,23,3,1
28235.0,6,235,2009,8,3,3,6,34,23,3,1
27452.0,6,235,2009,8,3,4,6,34,23,3,1
27032.0,6,235,2009,8,3,5,6,34,23,3,1
27102.0,6,235,2009,8,3,6,6,34,23,3,1
27339.0,6,235,2009,8,3,7,6,34,23,3,1
28229.0,6,235,2009,8,3,8,6,34,23,3,1
30699.0,6,235,2009,8,3,9,6,34,23,3,1
33457.0,6,235,2009,8,3,10,6,34,23,3,1
36085.0,6,235,2009,8,3,11,6,34,23,3,1
38487.0,6,235,2009,8,3,12,6,34,23,3,1
40447.0,6,235,2009,8,3,13,6,34,23,3,1
41947.0,6,235,2009,8,3,14,6,34,23,3,1
42854.0,6,235,2009,8,3,15,6,34,23,3,1
43446.0,6,235,2009,8,3,16,6,34,23,3,1
